Jaar-maandnummer (instroomdatum);Aantal zaken;Eerste Asiel aanvraag indicatie (zaak);Jaar (standdatum);Jaar (instroomdatum);Werksoort (zaak);Gevraagde kwalificatie (zaak);Geleverde kwalificatie (zaak);Zaak definitief indicatie (zaak);Afdoeningswijze (zaak definitief);Nationaliteit lange omschrijving (subject instroomdatum);Nationaliteit lange omschrijving (subject uitstroomdatum)
201806;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Bangladesh;Onbekend
201806;458;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201806;10;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201806;21;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201806;33;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Intrekking door klant;;
201806;308;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201806;3;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Overlijden;;
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201806;6;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201806;12;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201806;12;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201806;9;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;Burger van Antigua en Barbuda;Burger van Antigua en Barbuda
201806;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201806;5;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Armenië;Onbekend
201806;3;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201807;3;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;9;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201807;3;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet in behandeling nemen;;
201807;128;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201807;8;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201807;18;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;;Onbekend
201807;10;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Kennelijk ongegrond;;
201807;446;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Intrekking door klant;;
201807;7;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Ongegrond;;
201807;69;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201807;12;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;867;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201807;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Kennelijk ongegrond;;
201807;29;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Bangladesh;Burger van Bangladesh
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;334 Gezinsleven cf 8 EVRM;J;Inwilliging;;
201807;64;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Buiten behandeling stellen;;
201807;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Overlijden;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Ongegrond;;
201807;7;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Armenië;Burger van Armenië
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Intrekking door klant;;
201807;31;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201807;4;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet in behandeling nemen;;
201807;57;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201807;22;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201807;2;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201807;46;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201807;27;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201807;16;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201807;6;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;;
201807;461;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201807;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;Burger van Belarus (Wit-Rusland)
201807;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Armenië;Burger van Armenië
201807;7;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Kennelijk ongegrond;;
201807;3;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201807;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Buiten behandeling stellen;;
201807;8;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;Burger van Armenië;Burger van Armenië
201808;9;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201808;10;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201808;2;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Intrekking door klant;;
201808;191;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201808;10;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201808;12;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201808;5;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Ongegrond;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;Burger van de Bondsrepubliek Duitsland;Burger van de Bondsrepubliek Duitsland
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet ontvankelijk;;
201808;4;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet in behandeling nemen;;
201808;20;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201808;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201808;43;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201808;457;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;Burger van Bosnië-Herzegovina;Onbekend
201808;9;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;Burger van Dominicaanse Republiek;Burger van Dominicaanse Republiek
201808;15;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201808;10;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201808;2;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Buiten behandeling stellen;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Armenië;Onbekend
201808;336;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201808;11;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Kennelijk ongegrond;;
201808;12;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201808;3;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;;
201808;1;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201808;3;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201808;23;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201808;8;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Bangladesh;Burger van Bangladesh
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Armenië;Burger van Armenië
201808;70;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201808;72;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201808;30;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201808;951;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201808;9;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201808;12;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201808;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;Burger van Dominicaanse Republiek;Burger van Dominicaanse Republiek
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201808;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet in behandeling nemen;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;Burger van Bangladesh;Onbekend
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Overlijden;;
201808;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201808;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Niet in behandeling nemen;;
201808;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Armenië;Burger van Armenië
201808;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201809;270;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201809;15;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201809;311;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201809;15;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Armenië;Burger van Armenië
201809;4;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Kennelijk ongegrond;;
201809;25;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Bangladesh;Burger van Bangladesh
201809;4;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;;Onbekend
201809;103;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Buiten behandeling stellen;;
201809;45;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;;Onbekend
201809;32;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet in behandeling nemen;;
201809;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Niet in behandeling nemen;;
201809;1.280;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Azerbajdsjan;Onbekend
201809;25;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201809;8;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Kennelijk ongegrond;;
201809;5;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201809;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Ongegrond;;
201809;15;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201809;25;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Belarus (Wit-Rusland);Onbekend
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Niet ontvankelijk;;
201809;7;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201809;2;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201809;2;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Intrekking door klant;;
201809;4;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Buiten behandeling stellen;;
201809;25;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201809;295;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;;
201809;7;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201809;15;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201809;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Armenië;Onbekend
201809;8;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet in behandeling nemen;;
201809;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;Burger van Bangladesh;Onbekend
201809;3;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Intrekking door klant;;
201810;3;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;N;Onbekend;;Onbekend
201810;5;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Niet in behandeling nemen;;
201810;8;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;N;Onbekend;Burger van Dominicaanse Republiek;Onbekend
201810;368;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201810;4;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;N;Onbekend;;Onbekend
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;915 VRIS;Onbekend;J;Intrekking door klant;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Intrekking door klant;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet in behandeling nemen;Burger van Belarus (Wit-Rusland);Burger van Belarus (Wit-Rusland)
201810;14;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201810;11;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Intrekking door klant;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Intrekking door klant;;
201810;131;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201810;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Niet in behandeling nemen;;
201810;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201810;4;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;Burger van Azerbajdsjan;Burger van Azerbajdsjan
201810;3;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;Burger van Armenië;Onbekend
201810;255;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201810;2;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Intrekking door klant;;
201810;4;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;;
201810;6;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201810;1.371;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;N;Onbekend;;Onbekend
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;648 Priveleven 8EVRM;J;Inwilliging;;
201810;35;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Niet ontvankelijk;;
201810;162;J;2018;2018;Uitgenodigde vluchtel aankomst;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Inwilliging;;
201810;1;J;2018;2018;VVA bepaalde tijd PIVA;493 Asiel voor bepaalde tijd;493 Asiel voor bepaalde tijd;J;Kennelijk ongegrond;Burger van Bosnië-Herzegovina;Burger van Bosnië-Herzegovina
201810;7;J;2018;2018;VVA bepaalde tijd PIVA;911 Asiel vanuit bewaring;Onbekend;J;Niet in behandeling nemen;;
201810;22;J;2018;2018;VVA bepaalde tijd PIVA;647 Nareizigers asiel;Onbekend;N;Onbekend;;Onbekend
201810;1;J;2018;2018;Asiel AMV PIVA;493 Asiel voor bepaalde tijd;Onbekend;J;Buiten behandeling stellen;;
201810;2;J;2018;2018;VVA bepaalde tijd PIVA;914 Asiel bij grensweigering;Onbekend;J;Ongegrond;;
